# Annotated with Bakta
# Software: v1.12.1
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_3	cds	10428	10991	+	BBGPBF_01309		PTS system glucitol/sorbitol-specific EIIC component	SO:0001217, UniRef:UniRef50_P56579
contig_3	cds	10988	11968	+	BBGPBF_01310		PTS system glucitol/sorbitol-specific transporter subunit IIBC	SO:0001217, UniRef:UniRef50_A0A379VKV7
contig_3	cds	11982	12344	+	BBGPBF_01311		PTS glucitol/sorbitol transporter subunit IIA	SO:0001217, UniRef:UniRef50_A0A0D7LMP5
contig_3	cds	12357	13136	+	BBGPBF_01312		Sorbitol-6-phosphate 2-dehydrogenase	SO:0001217, UniRef:UniRef50_P05707
contig_3	cds	13294	13653	+	BBGPBF_01313		Glucitol operon activator protein	SO:0001217, UniRef:UniRef50_A0A376LAF6
contig_3	cds	13720	14493	+	BBGPBF_01314		Glycerol-3-phosphate regulon repressor	SO:0001217, UniRef:UniRef50_A0A3P8JPI0
contig_3	cds	14486	15451	+	BBGPBF_01315		Arabinose 5-phosphate isomerase	SO:0001217, UniRef:UniRef50_A0A0E3U4T5
contig_3	cds	15414	16964	-	BBGPBF_01316	norR	Anaerobic nitric oxide reductase transcription regulator NorR	SO:0001217, UniRef:UniRef50_P37013
contig_3	cds	17152	18600	+	BBGPBF_01317		Flavodoxin-like domain-containing protein	SO:0001217, UniRef:UniRef50_G5GIV7
contig_3	cds	18597	19730	+	BBGPBF_01318		Nitric oxide reductase FlRd-NAD(+) reductase	SO:0001217, UniRef:UniRef50_P37596
contig_3	cds	19827	20840	-	BBGPBF_01319		Nickel/cobalt efflux system	SO:0001217, UniRef:UniRef50_A0A8T6QIH9
contig_3	cds	20837	23071	-	BBGPBF_01320	hypF	Carbamoyltransferase HypF	SO:0001217, UniRef:UniRef50_S3JIJ0
contig_3	cds	23080	23607	-	BBGPBF_01321	hydN	Electron transport protein HydN	SO:0001217, UniRef:UniRef50_A0A3P2EL24
contig_3	cds	23744	24757	-	BBGPBF_01322		Transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A3S4MHG1
contig_3	cds	25025	26467	+	BBGPBF_01323		PTS system arbutin-, cellobiose-, and salicin-specific EIIBC component	SO:0001217, UniRef:UniRef50_P24241
contig_3	cds	26494	27918	+	BBGPBF_01324	ascB	6-phospho-beta-glucosidase AscB	SO:0001217, UniRef:UniRef50_P24240
contig_3	cds	28100	28408	+	BBGPBF_01325	symE	Endoribonuclease SymE	SO:0001217, UniRef:UniRef50_A0A087FVB5
contig_3	cds	28405	28875	-	BBGPBF_01326		Hydrogenase 3 maturation protease	SO:0001217, UniRef:UniRef50_A0A085U8A5
contig_3	cds	28868	29278	-	BBGPBF_01327	hycH	Formate hydrogenlyase maturation protein HycH	SO:0001217, UniRef:UniRef50_A0A8I0MKL9
contig_3	cds	29275	30042	-	BBGPBF_01328		Formate hydrogenlyase subunit 7	SO:0001217, UniRef:UniRef50_K4LIX1
contig_3	cds	30042	30584	-	BBGPBF_01329		Formate hydrogenlyase subunit 6	SO:0001217, UniRef:UniRef50_P16432
contig_3	cds	30594	32303	-	BBGPBF_01330	hycE	formate hydrogenlyase subunit HycE	BlastRules:WP_001288122, SO:0001217, UniRef:UniRef50_A0A377VXB5
contig_3	cds	32320	33243	-	BBGPBF_01331		Formate hydrogenlyase subunit 4	SO:0001217, UniRef:UniRef50_P16430
contig_3	cds	33246	35072	-	BBGPBF_01332		Formate hydrogenlyase subunit 3	SO:0001217, UniRef:UniRef50_A0A378BUT0
contig_3	cds	35069	35677	-	BBGPBF_01333		Formate hydrogenlyase subunit 2	SO:0001217, UniRef:UniRef50_P0AAK1
contig_3	cds	35760	36209	-	BBGPBF_01334	hycA	Formate hydrogenlyase regulatory protein HycA	SO:0001217, UniRef:UniRef50_A0A659S3T9
contig_3	cds	36419	36763	+	BBGPBF_01335	hypA	Hydrogenase maturation factor HypA	SO:0001217, UniRef:UniRef50_A0A0F7HEE6
contig_3	cds	36767	37639	+	BBGPBF_01336	hypB	Hydrogenase maturation factor HypB	SO:0001217, UniRef:UniRef50_A0A5C1PZE3
contig_3	cds	37630	37902	+	BBGPBF_01337		Hydrogenase assembly chaperone	SO:0001217, UniRef:UniRef50_A0A089Q2I1
contig_3	cds	37902	39023	+	BBGPBF_01338		Hydrogenase maturation factor	SO:0001217, UniRef:UniRef50_A0A6L5Z5E1
contig_3	cds	39020	40030	+	BBGPBF_01339	hypE	Hydrogenase isoenzymes formation protein HypE	SO:0001217, UniRef:UniRef50_A3N1X7
contig_3	cds	40267	42339	+	BBGPBF_01340		Sigma-54 factor interaction domain-containing protein	SO:0001217, UniRef:UniRef50_E5YKN8
contig_3	cds	42393	43793	-	BBGPBF_01341		6-phospho-beta-glucosidase	SO:0001217, UniRef:UniRef50_A0A377KKV8
contig_3	cds	43844	46036	-	BBGPBF_01342		CBM6 domain-containing protein	SO:0001217, UniRef:UniRef50_A6TD00
contig_3	cds	46049	47386	-	BBGPBF_01343		Carbohydrate porin	SO:0001217, UniRef:UniRef50_A0A264C906
contig_3	cds	47649	48920	-	BBGPBF_01344		Permease IIC component	SO:0001217, UniRef:UniRef50_A0A1M5VRR2
contig_3	cds	49098	49412	+	BBGPBF_01345		Oligo-beta-mannoside-specific phosphotransferase enzyme IIB component	SO:0001217, UniRef:UniRef50_A0A443VQZ3
contig_3	cds	49422	50744	+	BBGPBF_01346		PTS EIIC type-3 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A919I1X7
contig_3	cds	50768	51082	+	BBGPBF_01347		N,N'-diacetylchitobiose-specific phosphotransferase enzyme IIA component	SO:0001217, UniRef:UniRef50_A0A1R4B278
contig_3	cds	51133	52047	+	BBGPBF_01348		Fructokinase	SO:0001217, UniRef:UniRef50_F4N5B0
contig_3	cds	52104	53066	+	BBGPBF_01349		HTH lacI-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0H3GS80
contig_3	cds	53245	54162	+	BBGPBF_01350		Metal ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A376AHF0
contig_3	cds	54159	54980	+	BBGPBF_01351	sitB	Manganese ABC transporter, ATP-binding protein SitB	SO:0001217, UniRef:UniRef50_A0A377ZD83
contig_3	cds	54977	55825	+	BBGPBF_01352	sitC	iron/manganese ABC transporter permease subunit SitC	BlastRules:WP_001101723, BlastRules:WP_001104336, SO:0001217, UniRef:UniRef50_Q56954
contig_3	cds	55819	56673	+	BBGPBF_01353		Iron ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A2P6G9I5
contig_3	cds	56740	57081	-	BBGPBF_01354	ygbA	Uncharacterized protein YgbA	SO:0001217, UniRef:UniRef50_P25728
contig_3	cds	57149	58036	-	BBGPBF_01355	lysR	LysR family transcriptional regulator	SO:0001217, UniRef:UniRef50_W9BNA4
contig_3	cds	58221	59162	+	BBGPBF_01356		Receptor	SO:0001217, UniRef:UniRef50_A0A7U2ZTD1
contig_3	cds	59198	60907	+	BBGPBF_01357		Acetolactate synthase catalytic subunit	SO:0001217, UniRef:UniRef50_A0A2X3CEK9
contig_3	cds	60947	61240	-	BBGPBF_01358		hypothetical protein	
contig_3	cds	61456	63819	+	BBGPBF_01359		TonB-dependent receptor	SO:0001217, UniRef:UniRef50_C6DIT8
contig_3	cds	63891	64922	+	BBGPBF_01360	hmuS	Hemin transport protein HmuS	SO:0001217, UniRef:UniRef50_Q56990
contig_3	cds	64919	65737	+	BBGPBF_01361		Fe/B12 periplasmic-binding domain-containing protein	SO:0001217, UniRef:UniRef50_A0AAN3RVH2
contig_3	cds	65737	66732	+	BBGPBF_01362	hmuU	Hemin transport system permease HmuU	SO:0001217, UniRef:UniRef50_A0A0J1LP30
contig_3	cds	66725	67504	+	BBGPBF_01363	hmuV	Hemin import ATP-binding protein HmuV	SO:0001217, UniRef:UniRef50_A0A6N3G310
contig_3	cds	67759	68265	+	BBGPBF_01364	ctsH1	Hcp family T6SS protein CtsH1	SO:0001217, UniRef:UniRef50_X5FUJ5
contig_3	cds	69327	69416	+	BBGPBF_01365		hypothetical protein	
contig_3	cds	70183	73995	+	BBGPBF_01366		DNA-binding protein	SO:0001217, UniRef:UniRef50_A0AAW7CPW6
contig_3	cds	74315	74752	+	BBGPBF_01367		Reverse transcriptase	SO:0001217, UniRef:UniRef50_A0A3F3IML6
contig_3	cds	75471	76670	+	BBGPBF_01368		MobA/VirD2-like nuclease domain-containing protein	SO:0001217, UniRef:UniRef50_A0AAV3KW32
contig_3	cds	76850	77122	+	BBGPBF_01369		Transmembrane protein	SO:0001217, UniRef:UniRef50_A9MGR0
contig_3	cds	77255	77680	-	BBGPBF_01370		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A7H9FVQ4
contig_3	cds	78594	79109	+	BBGPBF_01371		Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A7ZQ80
contig_3	cds	79237	80220	-	BBGPBF_01372		ERCC4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A552X4G2
contig_3	cds	80286	80438	-	BBGPBF_01373		hypothetical protein	
contig_3	cds	80380	80964	-	BBGPBF_01374		Transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A1V2GE93
contig_3	cds	80976	82433	-	BBGPBF_01375		Tyr recombinase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A286BVZ6
contig_3	cds	82580	85147	+	BBGPBF_01376	mutS	DNA mismatch repair protein MutS	SO:0001217, UniRef:UniRef50_P23909
contig_3	cds	85266	85418	-	BBGPBF_01377	hokG	Putative protein HokG	SO:0001217, UniRef:UniRef50_Q8X7U9
contig_3	ncRNA	85403	85559	-	BBGPBF_01378	sok	sok antitoxin (CssrC)	RFAM:RF01794, SO:0000655
contig_3	cds	85757	85993	-	BBGPBF_01379		Hydroxyaromatic non-oxidative decarboxylase protein D	SO:0001217, UniRef:UniRef50_A0A2X1QH26
contig_3	cds	86004	87431	-	BBGPBF_01380		Phenolic acid decarboxylase	SO:0001217, UniRef:UniRef50_A0A1M6ATN9
contig_3	cds	87431	88024	-	BBGPBF_01381		Decarboxylase	SO:0001217, UniRef:UniRef50_A0A2X4TIG3
contig_3	cds	88198	88605	+	BBGPBF_01382	hosA	Transcriptional regulator HosA	SO:0001217, UniRef:UniRef50_Q93CC3
contig_3	cds	88614	89501	-	BBGPBF_01383		Transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A389MCB0
contig_3	cds	89610	90812	+	BBGPBF_01384		Major facilitator superfamily (MFS) profile domain-containing protein	SO:0001217, UniRef:UniRef50_A9MF41
contig_3	cds	90809	91186	+	BBGPBF_01385		DUF4440 domain-containing protein	SO:0001217, UniRef:UniRef50_A0AAJ5J6Z1
contig_3	cds	91239	92231	-	BBGPBF_01386	rpoS	RNA polymerase sigma factor RpoS	SO:0001217, UniRef:UniRef50_A0A2E5FDF7, VFDB:VFC0301, VFDB:VFG000477
contig_3	cds	92389	93525	-	BBGPBF_01387	nlpD	Murein hydrolase activator NlpD	SO:0001217, UniRef:UniRef50_P0ADA3
contig_3	cds	93651	94277	-	BBGPBF_01388		Protein-L-isoaspartate O-methyltransferase	SO:0001217, UniRef:UniRef50_P0A7A5
contig_3	cds	94271	95032	-	BBGPBF_01389	surE	5'/3'-nucleotidase SurE	SO:0001217, UniRef:UniRef50_Q7N8K4
contig_3	cds	95013	96062	-	BBGPBF_01390		tRNA pseudouridine synthase D	SO:0001217, UniRef:UniRef50_P44039
contig_3	cds	96059	96538	-	BBGPBF_01391		2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	SO:0001217, UniRef:UniRef50_A0A0S2KCN7
contig_3	cds	96538	97248	-	BBGPBF_01392		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	SO:0001217, UniRef:UniRef50_Q46893
contig_3	cds	97268	97585	-	BBGPBF_01393	ftsB	Cell division protein FtsB	SO:0001217, UniRef:UniRef50_Q6D1B2
contig_3	cds	97726	98052	-	BBGPBF_01394	ygbE	Inner membrane protein YgbE	SO:0001217, UniRef:UniRef50_P46141
contig_3	cds	98103	98708	-	BBGPBF_01395		Adenylyl-sulfate kinase	SO:0001217, UniRef:UniRef50_A0A954PMA2
contig_3	cds	98708	100135	-	BBGPBF_01396		Sulfate adenylyltransferase subunit 1	SO:0001217, UniRef:UniRef50_Q8ZBP2
contig_3	cds	100145	101053	-	BBGPBF_01397		Sulfate adenylyltransferase subunit 2	SO:0001217, UniRef:UniRef50_A0A3D3BEP2
contig_3	cds	101063	102478	-	BBGPBF_01398		Siroheme synthase 1	SO:0001217, UniRef:UniRef50_A6TD45
contig_3	cds	102716	103762	+	BBGPBF_01399		Alkaline phosphatase isozyme conversion protein	SO:0001217, UniRef:UniRef50_P10423
contig_3	cds	103835	104569	-	BBGPBF_01400		Phosphoadenosine 5'-phosphosulfate reductase	SO:0001217, UniRef:UniRef50_P17854
contig_3	cds	104668	106380	-	BBGPBF_01401		Putative sulfite reductase [NADPH] hemoprotein beta-component	SO:0001217, UniRef:UniRef50_P0C0B2
contig_3	cds	106380	108173	-	BBGPBF_01402		Sulfite reductase [NADPH] flavoprotein alpha-component	SO:0001217, UniRef:UniRef50_Q6D1A1
contig_3	cds	108490	108855	+	BBGPBF_01403		6-carboxy-5,6,7,8-tetrahydropterin synthase	SO:0001217, UniRef:UniRef50_A0A972W728
contig_3	cds	108896	109567	-	BBGPBF_01404		7-carboxy-7-deazaguanine synthase	SO:0001217, UniRef:UniRef50_P64554
contig_3	cds	110042	111151	+	BBGPBF_01405		hypothetical protein	
contig_3	cds	111215	112513	-	BBGPBF_01406		Enolase	SO:0001217, UniRef:UniRef50_A0A447N4P2
contig_3	cds	112595	114232	-	BBGPBF_01407		CTP synthase	SO:0001217, UniRef:UniRef50_Q8P9Z6
contig_3	cds	114513	115304	-	BBGPBF_01408		Nucleoside triphosphate pyrophosphohydrolase	SO:0001217, UniRef:UniRef50_A0A2X3LT85
contig_3	cds	115416	117653	-	BBGPBF_01409		GTP pyrophosphokinase	SO:0001217, UniRef:UniRef50_P55133
contig_3	cds	117775	119079	-	BBGPBF_01410	rlmD	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	SO:0001217, UniRef:UniRef50_P55135
contig_3	cds	119193	121943	+	BBGPBF_01411		histidine kinase	SO:0001217, UniRef:UniRef50_A0A379TNR5
contig_3	cds	122004	123143	-	BBGPBF_01412		Glycerate 3-kinase	SO:0001217, UniRef:UniRef50_A0A1E3WRF7
contig_3	cds	123216	124556	-	BBGPBF_01413		Glucarate dehydratase	SO:0001217, UniRef:UniRef50_P0AES2
contig_3	cds	124574	125914	-	BBGPBF_01414		Glucarate dehydratase	SO:0001217, UniRef:UniRef50_P0AES2
contig_3	cds	125917	127269	-	BBGPBF_01415		Major facilitator superfamily (MFS) profile domain-containing protein	SO:0001217, UniRef:UniRef50_A8ANZ6
contig_3	cds	127741	128184	-	BBGPBF_01416	yqcA	Flavodoxin YqcA	SO:0001217, UniRef:UniRef50_Q47418
contig_3	cds	128189	128983	-	BBGPBF_01417		tRNA pseudouridine synthase C	SO:0001217, UniRef:UniRef50_P0AA41
contig_3	cds	128983	129312	-	BBGPBF_01418	yqcC	Uncharacterized protein YqcC	SO:0001217, UniRef:UniRef50_Q46919
contig_3	ncRNA	129367	129725	-	BBGPBF_01419	csrB	CsrB/RsmB RNA family	RFAM:RF00018, SO:0000655
contig_3	cds	129944	130489	-	BBGPBF_01420		Protein Syd	SO:0001217, UniRef:UniRef50_P0A8U0
contig_3	cds	130558	131403	+	BBGPBF_01421		NADPH-dependent 7-cyano-7-deazaguanine reductase	SO:0001217, UniRef:UniRef50_Q5QW08
contig_3	cds	131515	132882	+	BBGPBF_01422		Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase	SO:0001217, UniRef:UniRef50_P0ADR8
contig_3	cds	133392	134681	+	BBGPBF_01423	sdaC	Serine transporter SdaC	SO:0001217, UniRef:UniRef50_P0AAD6
contig_3	cds	134747	136114	+	BBGPBF_01424		L-serine dehydratase 2	SO:0001217, UniRef:UniRef50_P30744
contig_3	cds	136253	137194	+	BBGPBF_01425		Putative aliphatic sulfonates-binding protein	SO:0001217, UniRef:UniRef50_A0A1N6MTY6
contig_3	cds	137240	138463	-	BBGPBF_01426		Dibenzothiophene monooxygenase	SO:0001217, UniRef:UniRef50_A0A3M3ZV57
contig_3	cds	138474	139895	-	BBGPBF_01427	ywtG	Metabolite transport protein ywtG	SO:0001217, UniRef:UniRef50_G8LEM7
contig_3	cds	140089	140967	-	BBGPBF_01428		Methionine ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A378AH01
contig_3	cds	140964	141662	-	BBGPBF_01429		ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A1V2BP89
contig_3	cds	141659	142681	-	BBGPBF_01430	metN	Methionine import ATP-binding protein MetN	SO:0001217, UniRef:UniRef50_D8MRZ7
contig_3	cds	142678	144084	-	BBGPBF_01431		Dimethyl-sulfide monooxygenase	SO:0001217, UniRef:UniRef50_E9JFX9
contig_3	cds	144158	145555	-	BBGPBF_01432		FAD-dependent urate hydroxylase HpyO/Asp monooxygenase CreE-like FAD/NAD(P)-binding domain-containing protein	SO:0001217, UniRef:UniRef50_A0A9P0V808
contig_3	cds	145602	146774	-	BBGPBF_01433		Alkanesulfonate monooxygenase	SO:0001217, UniRef:UniRef50_A0A377NGR9
contig_3	cds	147046	148989	+	BBGPBF_01434		Aliphatic sulfonate ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A0C7K6H7
contig_3	cds	149086	149841	+	BBGPBF_01435		Flap endonuclease Xni	SO:0001217, UniRef:UniRef50_Q9KTK4
contig_3	cds	149900	151048	-	BBGPBF_01436		Lactaldehyde reductase	SO:0001217, UniRef:UniRef50_P0A9S1
contig_3	cds	151076	151723	-	BBGPBF_01437		L-fuculose phosphate aldolase	SO:0001217, UniRef:UniRef50_A0A4P0YET0
contig_3	cds	152290	153600	+	BBGPBF_01438		L-fucose permease	SO:0001217, UniRef:UniRef50_A0A376LAT6
contig_3	cds	153633	155408	+	BBGPBF_01439		FucIase	SO:0001217, UniRef:UniRef50_A0A379VKL4
contig_3	cds	155516	156934	+	BBGPBF_01440		L-fuculokinase	SO:0001217, UniRef:UniRef50_P11553
contig_3	cds	156936	157358	+	BBGPBF_01441		L-fucose mutarotase	SO:0001217, UniRef:UniRef50_A0A7Y7YN01
contig_3	cds	157417	158127	+	BBGPBF_01442		Transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A0T9LLI8
contig_3	cds	158176	159276	-	BBGPBF_01443		Ribosomal RNA large subunit methyltransferase M	SO:0001217, UniRef:UniRef50_P0ADR6
contig_3	cds	159269	159664	-	BBGPBF_01444		DUF423 domain-containing protein	SO:0001217, UniRef:UniRef50_B5RDV9
contig_3	cds	159684	160508	-	BBGPBF_01445	lysR	LysR substrate-binding domain-containing protein	SO:0001217, UniRef:UniRef50_A0A8S0FNV6
contig_3	ncRNA	160731	160938	+	BBGPBF_01446	gcvB	GcvB RNA	RFAM:RF00022, SO:0000655
contig_3	cds	160953	161183	-	BBGPBF_01447	ygdI	Uncharacterized lipoprotein YgdI	SO:0001217, UniRef:UniRef50_P65292
contig_3	cds	161375	162580	+	BBGPBF_01448		cysteine desulfurase	SO:0001217, UniRef:UniRef50_A0A0T9WUR1
contig_3	cds	162580	163011	+	BBGPBF_01449	csdE	Cysteine desulfurase sulfur acceptor subunit CsdE	SO:0001217, UniRef:UniRef50_A0AAP9U5W9
contig_3	cds	163054	163875	-	BBGPBF_01450	tcdA	tRNA cyclic N6-threonylcarbamoyladenosine(37) synthase TcdA	SO:0001217, UniRef:UniRef50_D2U281
contig_3	cds	163963	165060	-	BBGPBF_01451		Membrane-bound lytic murein transglycosylase A	SO:0001217, UniRef:UniRef50_D8MW96
contig_3	tRNA	165271	165347	+	BBGPBF_01452	trnfM	tRNA-fMet(cat)	SO:0000266
contig_3	cds	166845	168185	+	BBGPBF_01453	tssK	Type VI secretion system baseplate subunit TssK	SO:0001217, UniRef:UniRef50_A0A0H3GRZ0
contig_3	cds	168182	168847	+	BBGPBF_01454	deoD	DeoD	SO:0001217, UniRef:UniRef50_X5FDR9
contig_3	cds	168850	170553	+	BBGPBF_01455	ompA	OmpA domain-containing protein	SO:0001217, UniRef:UniRef50_A0A8B4TXX1
contig_3	cds	170769	173324	+	BBGPBF_01456	vgrG1	Actin cross-linking toxin VgrG1	SO:0001217, UniRef:UniRef50_A0A3P5DTF6
contig_3	cds	173327	174778	+	BBGPBF_01457		hypothetical protein	SO:0001217, UniRef:UniRef50_H2ITE6
contig_3	cds	174818	175891	+	BBGPBF_01458		hypothetical protein	SO:0001217, UniRef:UniRef50_B7MT91
contig_3	cds	176000	176371	+	BBGPBF_01459		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A2X3F9E0
contig_3	cds	176677	177816	+	BBGPBF_01460		Type VI secretion protein	SO:0001217, UniRef:UniRef50_A0A483FSC0
contig_3	cds	177813	181178	+	BBGPBF_01461	vasK	Type VI secretion protein VasK	SO:0001217, UniRef:UniRef50_A6TDA2
contig_3	cds	181171	181563	+	BBGPBF_01462		Type VI secretion protein	SO:0001217, UniRef:UniRef50_A0A223U6P6
contig_3	cds	181636	181896	+	BBGPBF_01463		hypothetical protein	PFAM:PF05488.18
contig_3	cds	182134	183096	+	BBGPBF_01464		hypothetical protein	SO:0001217, UniRef:UniRef50_C9Y3I8
contig_3	cds	183252	183785	+	BBGPBF_01465		Lipoprotein	SO:0001217, UniRef:UniRef50_A6TDA5
contig_3	cds	183942	185702	+	BBGPBF_01466	tssF	Type VI secretion system baseplate subunit TssF	SO:0001217, UniRef:UniRef50_A0A0H3GMD4
contig_3	cds	185666	186748	+	BBGPBF_01467		Type VI secretion protein	SO:0001217, UniRef:UniRef50_K8WI34
contig_3	cds	186729	187262	+	BBGPBF_01468	tssJ	type VI secretion system lipoprotein TssJ	SO:0001217, UniRef:UniRef50_UPI001C81E9A4
contig_3	cds	187266	187691	+	BBGPBF_01469		IraD/Gp25-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A9P3UEX8
contig_3	cds	187917	188972	-	BBGPBF_01470		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_Q05603
contig_3	cds	189016	189561	-	BBGPBF_01471		Bifunctional adenosylcobalamin biosynthesis protein	SO:0001217, UniRef:UniRef50_A0A0J2HIE9
contig_3	cds	189555	191078	-	BBGPBF_01472		Cobyric acid synthase	SO:0001217, UniRef:UniRef50_A0A7H4MRI6
contig_3	cds	191075	191899	-	BBGPBF_01473		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A0F1BEW3
contig_3	cds	191908	192585	-	BBGPBF_01474	cbiQ	Cobalt transport protein CbiQ	SO:0001217, UniRef:UniRef50_Q05598
contig_3	cds	192572	192853	-	BBGPBF_01475	cbiN	Cobalt transport protein CbiN	SO:0001217, UniRef:UniRef50_I2B7T7
contig_3	cds	192855	193592	-	BBGPBF_01476	cbiM	Cobalt transport protein CbiM	SO:0001217, UniRef:UniRef50_Q05594
contig_3	cds	193592	194302	-	BBGPBF_01477		Cobalt-precorrin-2 C(20)-methyltransferase	SO:0001217, UniRef:UniRef50_A0A379T931
contig_3	cds	194299	195093	-	BBGPBF_01478		sirohydrochlorin cobaltochelatase	BlastRules:WP_000709784, SO:0001217, UniRef:UniRef50_Q05592
contig_3	cds	195104	195889	-	BBGPBF_01479		Cobalt-precorrin-6A reductase	SO:0001217, UniRef:UniRef50_A0A0E1NJ60
contig_3	cds	195886	196611	-	BBGPBF_01480		Precorrin-3B C(17)-methyltransferase	SO:0001217, UniRef:UniRef50_A0A0Z8M1W7
contig_3	cds	196611	197666	-	BBGPBF_01481		Cobalt-precorrin-5A hydrolase	SO:0001217, UniRef:UniRef50_Q05631
contig_3	cds	197647	198420	-	BBGPBF_01482		Cobalt-precorrin-4 C(11)-methyltransferase	SO:0001217, UniRef:UniRef50_P0A2G9
contig_3	cds	198413	198982	-	BBGPBF_01483		Cobalt-precorrin-6B C(15)-methyltransferase (decarboxylating)	SO:0001217, UniRef:UniRef50_Q05632
contig_3	cds	198972	199577	-	BBGPBF_01484		Cobalt-precorrin-7 C(5)-methyltransferase	SO:0001217, UniRef:UniRef50_P0A2H1
contig_3	cds	199571	200710	-	BBGPBF_01485		Cobalt-precorrin-5B C(1)-methyltransferase	SO:0001217, UniRef:UniRef50_Q05628
contig_3	cds	200707	201342	-	BBGPBF_01486		Cobalt-precorrin-8 methylmutase	SO:0001217, UniRef:UniRef50_Q05601
contig_3	cds	201353	202312	-	BBGPBF_01487	cobD	Cobalamin biosynthesis protein CobD	SO:0001217, UniRef:UniRef50_A8AEP3
contig_3	cds	202309	203685	-	BBGPBF_01488		Cobyrinate a,c-diamide synthase	SO:0001217, UniRef:UniRef50_P29946
contig_3	ncRNA-region	203779	203956	-			Cobalamin riboswitch aptamer	RFAM:RF00174, SO:0000035
contig_3	cds	204238	205149	-	BBGPBF_01489	pocR	regulatory protein PocR	BlastRules:WP_000622326, SO:0001217, UniRef:UniRef50_Q05587
contig_3	ncRNA	205211	205293	+	BBGPBF_01490	STnc230	Enterobacterial sRNA STnc230	RFAM:RF02075, SO:0000655
contig_3	cds	205353	206162	-	BBGPBF_01491	pduF	propanediol diffusion facilitator PduF	BlastRules:WP_001000023, SO:0001217, UniRef:UniRef50_P0AER0
contig_3	cds	206687	206971	+	BBGPBF_01492	pduA	propanediol utilization microcompartment protein PduA	BlastRules:WP_001183618, SO:0001217, UniRef:UniRef50_H9L478
contig_3	cds	206968	207780	+	BBGPBF_01493	pduB	Microcompartment protein PduB	SO:0001217, UniRef:UniRef50_A0A2S6HS62
contig_3	cds	207799	209463	+	BBGPBF_01494	pduC	propanediol dehydratase large subunit PduC	BlastRules:WP_001256896, SO:0001217, UniRef:UniRef50_P45514
contig_3	cds	209474	210163	+	BBGPBF_01495	pduD	propanediol dehydratase medium subunit PduD	BlastRules:WP_000405048, BlastRules:WP_008806302, SO:0001217, UniRef:UniRef50_A0A0T9THJ6
contig_3	cds	210178	210702	+	BBGPBF_01496		Propanediol dehydratase small subunit	SO:0001217, UniRef:UniRef50_P0DUM9
contig_3	cds	210716	212548	+	BBGPBF_01497		Propanediol dehydratase-reactivating factor large subunit	SO:0001217, UniRef:UniRef50_O31043
