# Annotated with Bakta
# Software: v1.12.1
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_3	cds	87431	88024	-	BBGPBF_01381	280.0	8.6e-96	1.0	1.145	0.746	UniRef:UniRef50_A0A2X4TIG3
contig_3	cds	88198	88605	+	BBGPBF_01382	193.0	8.2e-63	0.993	0.918	0.754	UniRef:UniRef50_Q93CC3
contig_3	cds	88614	89501	-	BBGPBF_01383	370.0	2.6e-127	1.0	0.883	0.654	UniRef:UniRef50_A0A389MCB0
contig_3	cds	89610	90812	+	BBGPBF_01384	423.0	2.9e-144	1.155	0.987	0.530	UniRef:UniRef50_A9MF41
contig_3	cds	90809	91186	+	BBGPBF_01385	201.0	3.5e-66	1.0	1.0	0.728	UniRef:UniRef50_A0AAJ5J6Z1
contig_3	cds	91239	92231	-	BBGPBF_01386	612.0	3.8e-224	1.0	1.0	0.982	VFDB:VFG000477
contig_3	cds	92389	93525	-	BBGPBF_01387	369.0	6.3e-124	1.183	1.007	0.544	UniRef:UniRef50_P0ADA3
contig_3	cds	93651	94277	-	BBGPBF_01388	280.0	2.1e-94	1.0	0.822	0.659	UniRef:UniRef50_P0A7A5
contig_3	cds	94271	95032	-	BBGPBF_01389	385.0	4.2e-135	0.988	0.969	0.760	UniRef:UniRef50_Q7N8K4
contig_3	cds	95013	96062	-	BBGPBF_01390	375.0	1.4e-127	1.006	0.926	0.564	UniRef:UniRef50_P44039
contig_3	cds	96059	96538	-	BBGPBF_01391	173.0	4.3e-54	1.0	0.909	0.572	UniRef:UniRef50_A0A0S2KCN7
contig_3	cds	96538	97248	-	BBGPBF_01392	380.0	4.8e-133	1.195	1.0	0.716	UniRef:UniRef50_Q46893
contig_3	cds	97268	97585	-	BBGPBF_01393	153.0	8.0e-48	0.905	0.856	0.789	UniRef:UniRef50_Q6D1B2
contig_3	cds	97726	98052	-	BBGPBF_01394	123.0	8.5e-36	1.213	1.008	0.534	UniRef:UniRef50_P46141
contig_3	cds	98103	98708	-	BBGPBF_01395	323.0	1.9e-111	1.244	1.0	0.688	UniRef:UniRef50_A0A954PMA2
contig_3	cds	98708	100135	-	BBGPBF_01396	755.0	2.3e-273	0.998	0.937	0.789	UniRef:UniRef50_Q8ZBP2
contig_3	cds	100145	101053	-	BBGPBF_01397	486.0	2.7e-174	1.0	1.208	0.825	UniRef:UniRef50_A0A3D3BEP2
contig_3	cds	101063	102478	-	BBGPBF_01398	882.0	0.0	0.981	0.915	1.0	UniRef:UniRef50_A6TD45
contig_3	cds	102716	103762	+	BBGPBF_01399	509.0	3.0e-180	0.960	0.872	0.751	UniRef:UniRef50_P10423
contig_3	cds	103835	104569	-	BBGPBF_01400	476.0	1.4e-170	1.0	0.819	0.951	UniRef:UniRef50_P17854
contig_3	cds	104668	106380	-	BBGPBF_01401	990.0	0.0	1.153	0.995	0.740	UniRef:UniRef50_P0C0B2
contig_3	cds	106380	108173	-	BBGPBF_01402	915.0	0.0	1.025	0.942	0.760	UniRef:UniRef50_Q6D1A1
contig_3	cds	108490	108855	+	BBGPBF_01403	166.0	2.4e-52	0.992	0.800	0.583	UniRef:UniRef50_A0A972W728
contig_3	cds	108896	109567	-	BBGPBF_01404	358.0	1.6e-124	1.0	0.805	0.749	UniRef:UniRef50_P64554
contig_3	cds	110042	111151	+	BBGPBF_01405	-	-	-	-	-	-
contig_3	cds	111215	112513	-	BBGPBF_01406	691.0	8.6e-251	0.840	0.968	0.997	UniRef:UniRef50_A0A447N4P2
contig_3	cds	112595	114232	-	BBGPBF_01407	702.0	5.5e-250	0.994	0.899	0.635	UniRef:UniRef50_Q8P9Z6
contig_3	cds	114513	115304	-	BBGPBF_01408	402.0	1.5e-141	0.871	0.939	0.865	UniRef:UniRef50_A0A2X3LT85
contig_3	cds	115416	117653	-	BBGPBF_01409	935.0	0.0	1.081	1.005	0.589	UniRef:UniRef50_P55133
contig_3	cds	117775	119079	-	BBGPBF_01410	673.0	2.0e-242	0.993	0.923	0.777	UniRef:UniRef50_P55135
contig_3	cds	119193	121943	+	BBGPBF_01411	1199.0	0.0	0.831	0.969	0.821	UniRef:UniRef50_A0A379TNR5
contig_3	cds	122004	123143	-	BBGPBF_01412	527.0	1.2e-186	1.061	0.988	0.701	UniRef:UniRef50_A0A1E3WRF7
contig_3	cds	123216	124556	-	BBGPBF_01413	766.0	2.5e-278	1.146	0.998	0.748	UniRef:UniRef50_P0AES2
contig_3	cds	124574	125914	-	BBGPBF_01414	547.0	7.9e-192	1.148	1.0	0.563	UniRef:UniRef50_P0AES2
contig_3	cds	125917	127269	-	BBGPBF_01415	821.0	3.0e-300	1.0	0.918	0.907	UniRef:UniRef50_A8ANZ6
contig_3	cds	127741	128184	-	BBGPBF_01416	197.0	3.5e-64	0.986	0.948	0.655	UniRef:UniRef50_Q47418
contig_3	cds	128189	128983	-	BBGPBF_01417	369.0	1.2e-127	0.962	0.861	0.693	UniRef:UniRef50_P0AA41
contig_3	cds	128983	129312	-	BBGPBF_01418	139.0	4.1e-42	1.0	0.813	0.615	UniRef:UniRef50_Q46919
contig_3	ncRNA	129367	129725	-	BBGPBF_01419	326.2	1.1e-35	-	-	-	RFAM:RF00018
contig_3	cds	129944	130489	-	BBGPBF_01420	254.0	3.7e-85	0.983	0.809	0.702	UniRef:UniRef50_P0A8U0
contig_3	cds	130558	131403	+	BBGPBF_01421	476.0	1.4e-169	0.972	0.878	0.868	UniRef:UniRef50_Q5QW08
contig_3	cds	131515	132882	+	BBGPBF_01422	761.0	5.8e-276	1.0	0.896	0.840	UniRef:UniRef50_P0ADR8
contig_3	cds	133392	134681	+	BBGPBF_01423	493.0	2.1e-171	1.005	0.905	0.606	UniRef:UniRef50_P0AAD6
contig_3	cds	134747	136114	+	BBGPBF_01424	815.0	6.8e-298	0.969	0.902	0.927	UniRef:UniRef50_P30744
contig_3	cds	136253	137194	+	BBGPBF_01425	446.0	3.9e-157	0.965	0.938	0.735	UniRef:UniRef50_A0A1N6MTY6
contig_3	cds	137240	138463	-	BBGPBF_01426	489.0	3.2e-170	0.990	0.861	0.610	UniRef:UniRef50_A0A3M3ZV57
contig_3	cds	138474	139895	-	BBGPBF_01427	440.0	2.2e-148	0.970	0.811	0.512	UniRef:UniRef50_G8LEM7
contig_3	cds	140089	140967	-	BBGPBF_01428	573.0	6.8e-208	1.041	1.0	0.947	UniRef:UniRef50_A0A378AH01
contig_3	cds	140964	141662	-	BBGPBF_01429	397.0	6.9e-140	1.194	1.0	0.805	UniRef:UniRef50_A0A1V2BP89
contig_3	cds	141659	142681	-	BBGPBF_01430	605.0	2.2e-218	1.109	1.0	0.873	UniRef:UniRef50_D8MRZ7
contig_3	cds	142678	144084	-	BBGPBF_01431	782.0	1.5e-283	0.962	0.829	0.822	UniRef:UniRef50_E9JFX9
contig_3	cds	144158	145555	-	BBGPBF_01432	904.0	0.0	1.0	0.932	0.996	UniRef:UniRef50_A0A9P0V808
contig_3	cds	145602	146774	-	BBGPBF_01433	604.0	3.7e-218	1.0	1.226	0.813	UniRef:UniRef50_A0A377NGR9
contig_3	cds	147046	148989	+	BBGPBF_01434	754.0	2.5e-266	0.961	0.812	0.643	UniRef:UniRef50_A0A0C7K6H7
contig_3	cds	149086	149841	+	BBGPBF_01435	269.0	7.3e-89	1.008	0.894	0.553	UniRef:UniRef50_Q9KTK4
contig_3	cds	149900	151048	-	BBGPBF_01436	401.0	1.5e-136	1.003	0.880	0.564	UniRef:UniRef50_P0A9S1
contig_3	cds	151076	151723	-	BBGPBF_01437	327.0	5.6e-114	0.828	1.0	0.933	UniRef:UniRef50_A0A4P0YET0
contig_3	cds	152290	153600	+	BBGPBF_01438	699.0	9.1e-254	0.899	0.995	0.895	UniRef:UniRef50_A0A376LAT6
contig_3	cds	153633	155408	+	BBGPBF_01439	946.0	0.0	0.843	0.947	0.936	UniRef:UniRef50_A0A379VKL4
contig_3	cds	155516	156934	+	BBGPBF_01440	590.0	3.7e-208	0.996	0.925	0.634	UniRef:UniRef50_P11553
contig_3	cds	156936	157358	+	BBGPBF_01441	249.0	5.3e-85	1.0	0.972	0.879	UniRef:UniRef50_A0A7Y7YN01
contig_3	cds	157417	158127	+	BBGPBF_01442	280.0	1.8e-93	0.983	0.814	0.608	UniRef:UniRef50_A0A0T9LLI8
contig_3	cds	158176	159276	-	BBGPBF_01443	597.0	2.9e-214	1.137	1.0	0.716	UniRef:UniRef50_P0ADR6
contig_3	cds	159269	159664	-	BBGPBF_01444	228.0	6.2e-77	1.0	0.985	0.870	UniRef:UniRef50_B5RDV9
contig_3	cds	159684	160508	-	BBGPBF_01445	484.0	7.3e-174	0.912	1.0	0.972	UniRef:UniRef50_A0A8S0FNV6
contig_3	ncRNA	160731	160938	+	BBGPBF_01446	180.6	7.4e-24	-	-	-	RFAM:RF00022
contig_3	cds	160953	161183	-	BBGPBF_01447	113.0	9.3e-33	0.974	0.822	0.716	UniRef:UniRef50_P65292
contig_3	cds	161375	162580	+	BBGPBF_01448	554.0	7.3e-197	1.0	0.976	0.701	UniRef:UniRef50_A0A0T9WUR1
contig_3	cds	162580	163011	+	BBGPBF_01449	181.0	6.5e-58	0.965	0.926	0.681	UniRef:UniRef50_A0AAP9U5W9
contig_3	cds	163054	163875	-	BBGPBF_01450	311.0	7.1e-105	0.956	0.919	0.605	UniRef:UniRef50_D2U281
contig_3	cds	163963	165060	-	BBGPBF_01451	587.0	7.1e-211	1.005	0.963	0.757	UniRef:UniRef50_D8MW96
contig_3	tRNA	165271	165347	+	BBGPBF_01452	77.5	-	-	-	-	-
contig_3	cds	166845	168185	+	BBGPBF_01453	464.0	2.3e-159	1.105	1.0	0.509	UniRef:UniRef50_A0A0H3GRZ0
contig_3	cds	168182	168847	+	BBGPBF_01454	328.0	1.6e-113	0.982	0.939	0.742	UniRef:UniRef50_X5FDR9
contig_3	cds	168850	170553	+	BBGPBF_01455	1118.0	0.0	1.0	1.0	0.995	UniRef:UniRef50_A0A8B4TXX1
contig_3	cds	170769	173324	+	BBGPBF_01456	1226.0	0.0	0.881	0.897	0.847	UniRef:UniRef50_A0A3P5DTF6
contig_3	cds	173327	174778	+	BBGPBF_01457	484.0	1.6e-166	1.014	0.957	0.510	UniRef:UniRef50_H2ITE6
contig_3	cds	174818	175891	+	BBGPBF_01458	562.0	3.0e-201	0.989	0.946	0.737	UniRef:UniRef50_B7MT91
contig_3	cds	176000	176371	+	BBGPBF_01459	224.0	1.5e-75	0.886	0.826	1.0	UniRef:UniRef50_A0A2X3F9E0
contig_3	cds	176677	177816	+	BBGPBF_01460	751.0	2.3e-275	1.0	0.992	1.0	UniRef:UniRef50_A0A483FSC0
contig_3	cds	177813	181178	+	BBGPBF_01461	2163.0	0.0	0.987	0.983	0.990	UniRef:UniRef50_A6TDA2
contig_3	cds	181171	181563	+	BBGPBF_01462	260.0	2.3e-89	1.0	0.935	0.992	UniRef:UniRef50_A0A223U6P6
contig_3	cds	181636	181896	+	BBGPBF_01463	-	-	-	-	-	-
contig_3	cds	182134	183096	+	BBGPBF_01464	625.0	1.9e-227	1.0	0.922	0.981	UniRef:UniRef50_C9Y3I8
contig_3	cds	183252	183785	+	BBGPBF_01465	295.0	3.8e-101	1.0	0.827	0.994	UniRef:UniRef50_A6TDA5
contig_3	cds	183942	185702	+	BBGPBF_01466	819.0	4.9e-295	1.053	1.007	0.655	UniRef:UniRef50_A0A0H3GMD4
contig_3	cds	185666	186748	+	BBGPBF_01467	393.0	7.2e-134	0.978	0.828	0.594	UniRef:UniRef50_K8WI34
contig_3	cds	186729	187262	+	BBGPBF_01468	167.0	2.1e-51	0.859	0.938	0.526	UniRef:UniRef50_UPI001C81E9A4
contig_3	cds	187266	187691	+	BBGPBF_01469	280.0	6.4e-97	1.0	1.0	0.986	UniRef:UniRef50_A0A9P3UEX8
contig_3	cds	187917	188972	-	BBGPBF_01470	508.0	1.7e-179	0.969	0.854	0.768	UniRef:UniRef50_Q05603
contig_3	cds	189016	189561	-	BBGPBF_01471	334.0	6.0e-117	1.116	1.0	0.861	UniRef:UniRef50_A0A0J2HIE9
contig_3	cds	189555	191078	-	BBGPBF_01472	631.0	2.0e-225	0.817	0.995	0.773	UniRef:UniRef50_A0A7H4MRI6
contig_3	cds	191075	191899	-	BBGPBF_01473	452.0	1.1e-160	1.0	0.996	0.847	UniRef:UniRef50_A0A0F1BEW3
contig_3	cds	191908	192585	-	BBGPBF_01474	420.0	4.3e-149	0.982	0.815	0.977	UniRef:UniRef50_Q05598
contig_3	cds	192572	192853	-	BBGPBF_01475	137.0	8.9e-42	0.968	0.900	0.700	UniRef:UniRef50_I2B7T7
contig_3	cds	192855	193592	-	BBGPBF_01476	309.0	4.6e-105	0.959	0.936	0.685	UniRef:UniRef50_Q05594
contig_3	cds	193592	194302	-	BBGPBF_01477	389.0	6.2e-137	0.987	0.983	0.850	UniRef:UniRef50_A0A379T931
contig_3	cds	194299	195093	-	BBGPBF_01478	454.0	5.1e-164	1.0	1.0	0.864	BlastRules:WP_000709784
contig_3	cds	195104	195889	-	BBGPBF_01479	285.0	7.1e-95	0.966	0.881	0.583	UniRef:UniRef50_A0A0E1NJ60
contig_3	cds	195886	196611	-	BBGPBF_01480	260.0	7.0e-86	1.0	0.972	0.548	UniRef:UniRef50_A0A0Z8M1W7
contig_3	cds	196611	197666	-	BBGPBF_01481	446.0	1.8e-155	1.046	0.966	0.649	UniRef:UniRef50_Q05631
contig_3	cds	197647	198420	-	BBGPBF_01482	394.0	4.5e-138	1.0	0.924	0.778	UniRef:UniRef50_P0A2G9
contig_3	cds	198413	198982	-	BBGPBF_01483	218.0	1.2e-70	0.974	0.902	0.587	UniRef:UniRef50_Q05632
contig_3	cds	198972	199577	-	BBGPBF_01484	216.0	4.9e-70	1.005	1.0	0.594	UniRef:UniRef50_P0A2H1
contig_3	cds	199571	200710	-	BBGPBF_01485	539.0	3.7e-191	0.968	0.895	0.722	UniRef:UniRef50_Q05628
contig_3	cds	200707	201342	-	BBGPBF_01486	256.0	6.6e-85	1.009	0.910	0.653	UniRef:UniRef50_Q05601
contig_3	cds	201353	202312	-	BBGPBF_01487	559.0	1.1e-201	1.0	1.0	0.837	UniRef:UniRef50_A8AEP3
contig_3	cds	202309	203685	-	BBGPBF_01488	669.0	7.0e-240	0.915	0.828	0.771	UniRef:UniRef50_P29946
contig_3	ncRNA-region	203779	203956	-	-	107.8	2.4e-18	-	-	-	RFAM:RF00174
contig_3	cds	204238	205149	-	BBGPBF_01489	541.0	3.7e-197	0.997	0.997	0.884	BlastRules:WP_000622326
contig_3	ncRNA	205211	205293	+	BBGPBF_01490	88.4	2.1e-14	-	-	-	RFAM:RF02075
contig_3	cds	205353	206162	-	BBGPBF_01491	463.0	1.9e-167	0.974	0.992	0.847	BlastRules:WP_001000023
contig_3	cds	206687	206971	+	BBGPBF_01492	164.0	6.5e-55	1.0	1.0	0.957	BlastRules:WP_001183618
contig_3	cds	206968	207780	+	BBGPBF_01493	283.0	3.5e-94	0.844	0.874	0.640	UniRef:UniRef50_A0A2S6HS62
contig_3	cds	207799	209463	+	BBGPBF_01494	1070.0	0.0	0.998	0.998	0.980	BlastRules:WP_001256896
contig_3	cds	209474	210163	+	BBGPBF_01495	428.0	5.7e-155	1.0	1.0	1.0	BlastRules:WP_000405048
contig_3	cds	210178	210702	+	BBGPBF_01496	273.0	4.8e-93	1.0	0.978	0.816	UniRef:UniRef50_P0DUM9
contig_3	cds	210716	212548	+	BBGPBF_01497	860.0	5.7e-310	0.949	0.875	0.803	UniRef:UniRef50_O31043
contig_3	cds	212538	212888	+	BBGPBF_01498	152.0	4.2e-47	1.0	0.835	0.629	UniRef:UniRef50_O68196
contig_3	cds	212907	213182	+	BBGPBF_01499	161.0	8.8e-54	0.989	0.989	0.956	BlastRules:WP_023226677
contig_3	cds	213204	213650	+	BBGPBF_01500	179.0	1.2e-56	1.101	0.970	0.626	UniRef:UniRef50_Q9XDN6
contig_3	cds	213650	214282	+	BBGPBF_01501	299.0	2.6e-102	0.986	0.941	0.734	UniRef:UniRef50_Q9XDN5
contig_3	cds	214279	214770	+	BBGPBF_01502	218.0	1.7e-71	0.883	0.823	0.875	UniRef:UniRef50_A0A447RQ83
contig_3	cds	214774	215049	+	BBGPBF_01503	147.0	7.8e-46	0.989	0.841	0.867	UniRef:UniRef50_Q9XDN3
contig_3	cds	215060	216076	+	BBGPBF_01504	510.0	7.5e-184	1.0	1.006	0.787	BlastRules:WP_001029486
contig_3	cds	216073	217461	+	BBGPBF_01505	881.0	0.0	1.0	1.0	1.0	BlastRules:WP_001097680
contig_3	cds	217473	218585	+	BBGPBF_01506	714.0	3.5e-263	1.0	1.0	0.995	BlastRules:WP_001091448
contig_3	cds	218582	219934	+	BBGPBF_01507	506.0	5.5e-176	0.951	0.907	0.614	UniRef:UniRef50_A0A2X3KI52
contig_3	cds	219937	220491	+	BBGPBF_01508	305.0	1.1e-107	1.0	1.0	0.832	BlastRules:WP_000075772
contig_3	cds	220491	220841	+	BBGPBF_01509	203.0	1.8e-69	1.0	1.0	0.914	BlastRules:WP_000441103
contig_3	cds	220846	221286	+	BBGPBF_01510	296.0	2.9e-105	1.0	1.0	0.993	BlastRules:WP_000826277
contig_3	cds	221283	222497	+	BBGPBF_01511	446.0	3.1e-153	0.970	0.831	0.566	UniRef:UniRef50_O52594
contig_3	cds	222553	223455	+	BBGPBF_01512	424.0	3.5e-148	0.960	0.835	0.729	UniRef:UniRef50_Q9XDM4
contig_3	cds	223459	224535	-	BBGPBF_01513	478.0	8.3e-168	0.997	0.939	0.650	UniRef:UniRef50_C7C5A1
contig_3	cds	224553	225806	-	BBGPBF_01514	707.0	6.4e-256	1.149	1.0	0.802	UniRef:UniRef50_P63883
contig_3	cds	226034	227365	+	BBGPBF_01515	809.0	2.1e-295	0.998	0.893	0.934	UniRef:UniRef50_P0A6C5
contig_3	cds	227595	227915	+	BBGPBF_01516	-	-	-	-	-	-
contig_3	cds	227973	229817	-	BBGPBF_01517	636.0	6.9e-222	1.064	0.985	0.536	UniRef:UniRef50_P04993
contig_3	cds	229814	233350	-	BBGPBF_01518	1358.0	0.0	1.005	0.994	0.598	UniRef:UniRef50_A0A379XLC3
contig_3	cds	233347	236232	-	BBGPBF_01519	1214.0	0.0	0.990	0.964	0.630	UniRef:UniRef50_Q6D8I0
contig_3	cds	236353	239730	-	BBGPBF_01520	1712.0	0.0	0.999	0.909	0.739	UniRef:UniRef50_P07648
contig_3	cds	239743	240066	-	BBGPBF_01521	198.0	1.3e-65	0.963	0.912	0.981	UniRef:UniRef50_A0A0H3GUU4
contig_3	cds	240051	240458	-	BBGPBF_01522	178.0	5.0e-57	0.985	0.985	0.684	UniRef:UniRef50_A0A0H3FKJ4
contig_3	cds	240455	241012	-	BBGPBF_01523	230.0	8.7e-76	0.984	0.905	0.637	UniRef:UniRef50_P08371
contig_3	cds	241009	241560	-	BBGPBF_01524	356.0	1.8e-125	1.0	0.910	0.918	UniRef:UniRef50_V3R680
contig_3	cds	241747	242541	-	BBGPBF_01525	376.0	3.8e-130	1.034	0.850	0.648	UniRef:UniRef50_P0A884
contig_3	cds	242548	243423	-	BBGPBF_01526	453.0	3.6e-160	0.979	0.872	0.737	UniRef:UniRef50_P60968
contig_3	cds	243669	245915	-	BBGPBF_01527	1279.0	0.0	0.993	0.908	0.895	UniRef:UniRef50_P37177
contig_3	cds	245928	246458	-	BBGPBF_01528	279.0	1.7e-95	0.898	0.903	0.810	UniRef:UniRef50_C4LD21
contig_3	cds	247141	247836	+	BBGPBF_01529	400.0	7.8e-141	0.991	0.801	0.860	UniRef:UniRef50_A6TDG7
contig_3	cds	247900	248613	+	BBGPBF_01530	400.0	1.0e-140	0.987	0.815	0.923	UniRef:UniRef50_P67127
contig_3	cds	248737	248955	+	BBGPBF_01531	97.8	8.6e-27	0.986	0.835	0.634	UniRef:UniRef50_H2IWY0
contig_3	cds	249176	250216	+	BBGPBF_01532	509.0	5.3e-182	0.818	1.0	0.890	UniRef:UniRef50_A0A1B8P770
contig_3	cds	250319	251512	-	BBGPBF_01533	729.0	3.3e-265	0.967	0.814	1.0	UniRef:UniRef50_Q8ZMA5
contig_3	cds	251505	253664	-	BBGPBF_01534	1237.0	0.0	0.994	0.938	0.855	UniRef:UniRef50_P31119
contig_3	ncRNA	253751	253838	-	BBGPBF_01535	89.2	1.5e-15	-	-	-	RFAM:RF00079
contig_3	ncRNA	253956	254037	-	BBGPBF_01536	89.5	1.3e-15	-	-	-	RFAM:RF00079
contig_3	cds	254286	255302	+	BBGPBF_01537	534.0	2.8e-190	0.982	0.843	0.792	UniRef:UniRef50_P03024
contig_3	cds	255263	255742	-	BBGPBF_01538	166.0	2.4e-51	0.931	0.961	0.541	UniRef:UniRef50_A0A1X1BVJ9
contig_3	cds	255739	256512	-	BBGPBF_01539	459.0	2.2e-163	0.984	0.830	0.917	UniRef:UniRef50_A0A448SEW0
contig_3	cds	256580	258007	-	BBGPBF_01540	670.0	2.5e-239	1.0	0.875	0.657	UniRef:UniRef50_C9XZL5
contig_3	cds	258015	259352	-	BBGPBF_01541	792.0	2.6e-288	0.989	0.835	0.941	UniRef:UniRef50_A0A1V2BP34
contig_3	cds	259643	260653	+	BBGPBF_01542	521.0	3.7e-185	0.994	0.829	0.784	UniRef:UniRef50_C9XZL7
contig_3	cds	260646	261908	-	BBGPBF_01543	545.0	9.3e-192	1.002	0.851	0.634	UniRef:UniRef50_Q9ZBH5
contig_3	cds	262045	262971	+	BBGPBF_01544	468.0	1.5e-165	1.019	0.969	0.774	UniRef:UniRef50_I2B5V8
contig_3	cds	262937	263650	-	BBGPBF_01545	278.0	1.6e-92	0.966	0.830	0.603	UniRef:UniRef50_P03813
contig_3	cds	263790	264116	+	BBGPBF_01546	205.0	3.3e-68	0.907	0.810	0.990	UniRef:UniRef50_A0A0H3GUW4
contig_3	cds	264568	265458	+	BBGPBF_01547	478.0	1.4e-169	0.993	0.883	0.816	UniRef:UniRef50_E0SDC6
contig_3	cds	265451	266353	+	BBGPBF_01548	342.0	1.2e-115	0.930	0.804	0.573	UniRef:UniRef50_R2PN93
contig_3	cds	266366	267493	+	BBGPBF_01549	416.0	8.7e-143	1.005	0.898	0.576	UniRef:UniRef50_A0A0B1HYL8
contig_3	cds	267510	268796	+	BBGPBF_01550	773.0	9.9e-282	0.986	0.894	0.882	UniRef:UniRef50_E0SDC9
contig_3	cds	268856	270199	-	BBGPBF_01551	645.0	2.4e-231	1.011	1.002	0.697	UniRef:UniRef50_A7MPW9
contig_3	cds	270321	271757	-	BBGPBF_01552	659.0	1.2e-235	1.048	0.996	0.619	UniRef:UniRef50_A0A0U5L5V7
contig_3	cds	271774	273015	-	BBGPBF_01553	459.0	1.3e-158	0.966	0.875	0.609	UniRef:UniRef50_A0A090T6N0
contig_3	cds	273257	274252	+	BBGPBF_01554	656.0	2.5e-239	1.0	0.962	0.994	UniRef:UniRef50_E5YEZ0
contig_3	cds	274249	275670	-	BBGPBF_01555	862.0	3.2e-318	0.996	0.998	0.941	BlastRules:WP_000256438
contig_3	cds	275966	276727	-	BBGPBF_01556	285.0	2.9e-95	1.047	0.989	0.566	UniRef:UniRef50_A0A136WFZ6
contig_3	cds	277213	278388	+	BBGPBF_01557	538.0	3.1e-190	1.082	0.991	0.584	UniRef:UniRef50_P21258
contig_3	cds	278524	279219	-	BBGPBF_01558	479.0	5.0e-175	1.0	1.0	1.0	BlastRules:WP_004143995
contig_3	cds	279467	280645	-	BBGPBF_01559	471.0	6.6e-163	1.0	0.805	0.607	UniRef:UniRef50_P14611
contig_3	cds	280764	281633	-	BBGPBF_01560	424.0	4.5e-149	0.983	0.950	0.750	UniRef:UniRef50_A0A240C776
contig_3	cds	281736	282197	+	BBGPBF_01561	202.0	1.2e-65	1.0	0.841	0.660	UniRef:UniRef50_S5MZU1
contig_3	cds	282321	283550	+	BBGPBF_01562	594.0	4.3e-212	0.978	0.930	0.775	UniRef:UniRef50_P63340
contig_3	cds	283669	284547	+	BBGPBF_01563	332.0	6.1e-112	0.955	0.821	0.613	UniRef:UniRef50_A0A178X609
contig_3	cds	284930	285634	+	BBGPBF_01564	464.0	7.9e-169	1.0	1.0	1.0	VFDB:VFG048327
contig_3	cds	285652	286224	+	BBGPBF_01565	364.0	8.4e-131	1.0	1.0	1.0	VFDB:VFG048338
contig_3	cds	286368	287084	+	BBGPBF_01566	488.0	1.9e-178	1.0	1.0	0.996	BlastRules:WP_004149658
contig_3	cds	287119	287754	-	BBGPBF_01567	436.0	1.3e-158	1.0	1.0	1.0	VFDB:VFG043623
contig_3	cds	287768	288763	-	BBGPBF_01568	640.0	2.2e-235	1.0	1.0	1.0	BlastRules:WP_002916123
contig_3	cds	288754	291240	-	BBGPBF_01569	1669.0	0.0	1.0	1.0	1.0	VFDB:VFG043625
contig_3	cds	291252	291953	-	BBGPBF_01570	449.0	4.5e-163	1.0	1.0	1.0	VFDB:VFG043626
contig_3	cds	292049	292657	-	BBGPBF_01571	380.0	8.3e-137	1.0	1.0	1.0	BlastRules:WP_002916128
contig_3	cds	293363	293572	+	BBGPBF_01572	85.9	3.5e-22	0.971	0.838	0.716	UniRef:UniRef50_A9MI83
contig_3	cds	293668	294564	-	BBGPBF_01573	555.0	3.5e-200	0.993	0.892	0.990	UniRef:UniRef50_D0QF46
contig_3	cds	294646	295152	+	BBGPBF_01574	169.0	6.4e-52	0.988	0.822	0.548	UniRef:UniRef50_A0A964UUN5
contig_3	cds	295149	296105	-	BBGPBF_01575	448.0	3.0e-157	1.0	0.911	0.714	UniRef:UniRef50_A0A1W6B9C8
contig_3	cds	297322	297927	+	BBGPBF_01576	417.0	2.5e-151	1.0	1.0	0.995	BlastRules:WP_000790583
contig_3	cds	298393	299001	+	BBGPBF_01577	406.0	3.5e-147	1.0	1.0	0.995	BlastRules:WP_000044711
contig_3	cds	299481	300029	+	BBGPBF_01578	322.0	1.9e-114	1.0	1.0	1.0	VFDB:VFG048247
contig_3	cds	300100	300636	+	BBGPBF_01579	362.0	2.0e-130	1.0	1.0	0.994	VFDB:VFG048257
contig_3	cds	300686	301390	+	BBGPBF_01580	457.0	4.0e-166	1.0	0.971	0.991	VFDB:VFG048267
contig_3	cds	301472	304084	+	BBGPBF_01581	1755.0	0.0	1.0	1.0	0.997	VFDB:VFG048277
contig_3	cds	304095	304622	+	BBGPBF_01582	327.0	8.2e-117	1.0	1.0	0.977	VFDB:VFG048287
contig_3	cds	304635	305135	+	BBGPBF_01583	298.0	1.9e-105	0.970	1.0	0.988	VFDB:VFG048297
contig_3	cds	305150	306058	+	BBGPBF_01584	582.0	3.3e-213	0.997	1.0	0.993	VFDB:VFG048307
contig_3	cds	306055	307467	+	BBGPBF_01585	919.0	0.0	1.0	1.0	0.991	VFDB:VFG048317
contig_3	cds	307510	307782	-	BBGPBF_01586	151.0	1.8e-47	1.0	0.804	0.811	UniRef:UniRef50_P39274
contig_3	cds	307794	308024	-	BBGPBF_01587	129.0	2.6e-39	0.921	0.897	0.843	UniRef:UniRef50_G9Y4P6
contig_3	cds	308230	308502	+	BBGPBF_01588	149.0	1.0e-46	1.0	0.909	0.800	UniRef:UniRef50_A0AAI9DH57
contig_3	cds	308509	309534	+	BBGPBF_01589	355.0	6.7e-120	0.977	0.865	0.571	UniRef:UniRef50_P32716
contig_3	cds	309547	311484	+	BBGPBF_01590	1172.0	0.0	1.119	1.0	0.886	UniRef:UniRef50_A0A7H4M6L9
contig_3	cds	311481	312929	+	BBGPBF_01591	728.0	1.2e-262	0.977	0.953	0.817	UniRef:UniRef50_A0A4S7X6E3
