Gene,Non-unique Gene name,Annotation,KP1766,KP1768,NJST258_1,NR5632,SRR7345603
group_949,,hypothetical protein,MFCJNMFM_00395,JIEPOILB_00395,MHMAIFBA_00346,KGLDIDPM_00394,CFOCILDN_04489
group_948,,hypothetical protein,MFCJNMFM_00289,JIEPOILB_00289,MHMAIFBA_00241,KGLDIDPM_00288,CFOCILDN_02771
rimI_3,rimI_3,[Ribosomal protein bS18]-alanine N-acetyltransferase,MFCJNMFM_04386,JIEPOILB_04390,MHMAIFBA_04441,KGLDIDPM_04390,CFOCILDN_01013
tatB,tatB,Sec-independent protein translocase protein TatB,MFCJNMFM_04887,JIEPOILB_04890,MHMAIFBA_04846,KGLDIDPM_04890,CFOCILDN_04183
hpt,hpt,Hypoxanthine phosphoribosyltransferase,MFCJNMFM_04196,JIEPOILB_04200,MHMAIFBA_04244,KGLDIDPM_04200,CFOCILDN_01201
thpR,thpR,RNA 2'3'-cyclic phosphodiesterase,MFCJNMFM_04182,JIEPOILB_04186,MHMAIFBA_04230,KGLDIDPM_04186,CFOCILDN_01215
group_944,,hypothetical protein,MFCJNMFM_03037,JIEPOILB_02223,MHMAIFBA_03007,KGLDIDPM_03040,CFOCILDN_00037
group_943,,hypothetical protein,MFCJNMFM_02464,JIEPOILB_02796,MHMAIFBA_02409,KGLDIDPM_02466,CFOCILDN_00610
group_942,,hypothetical protein,MFCJNMFM_02279,JIEPOILB_02982,MHMAIFBA_02230,KGLDIDPM_02282,CFOCILDN_00793
group_941,,hypothetical protein,MFCJNMFM_02090,JIEPOILB_03171,MHMAIFBA_02042,KGLDIDPM_02093,CFOCILDN_02391
fimI,fimI,Fimbrin-like protein FimI,MFCJNMFM_00882,JIEPOILB_00883,MHMAIFBA_00898,KGLDIDPM_00882,CFOCILDN_01559
yhbO,yhbO,Protein/nucleic acid deglycase 2,MFCJNMFM_00613,JIEPOILB_00614,MHMAIFBA_00565,KGLDIDPM_00613,CFOCILDN_01828
group_939,,hypothetical protein,MFCJNMFM_00077,JIEPOILB_00077,MHMAIFBA_00077,KGLDIDPM_00077,CFOCILDN_04372
dnaT,dnaT,Replication restart protein DnaT,MFCJNMFM_04373,JIEPOILB_04377,MHMAIFBA_04424,KGLDIDPM_04377,CFOCILDN_01026
citX,citX,Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase,MFCJNMFM_04273,JIEPOILB_04277,MHMAIFBA_04324,KGLDIDPM_04277,CFOCILDN_01124
yajI,yajI,putative lipoprotein YajI,MFCJNMFM_03940,JIEPOILB_03944,MHMAIFBA_04006,KGLDIDPM_03944,CFOCILDN_02597
group_933,,hypothetical protein,MFCJNMFM_03174,JIEPOILB_02086,MHMAIFBA_03142,KGLDIDPM_03178,CFOCILDN_03377
yciB,yciB,Inner membrane-spanning protein YciB,MFCJNMFM_03034,JIEPOILB_02226,MHMAIFBA_03004,KGLDIDPM_03037,CFOCILDN_00040
group_932,,hypothetical protein,MFCJNMFM_02076,JIEPOILB_03185,MHMAIFBA_02010,KGLDIDPM_02079,CFOCILDN_02377
rplE,rplE,Large ribosomal subunit protein uL5,MFCJNMFM_00453,JIEPOILB_00453,MHMAIFBA_00404,KGLDIDPM_00452,CFOCILDN_04848
ecpR,ecpR,HTH-type transcriptional regulator EcpR,MFCJNMFM_04015,JIEPOILB_04019,MHMAIFBA_04081,KGLDIDPM_04019,CFOCILDN_02671
mtnD,mtnD,Acireductone dioxygenase,MFCJNMFM_03513,JIEPOILB_03517,MHMAIFBA_03640,KGLDIDPM_03517,CFOCILDN_04417
zapC,zapC,Cell division protein ZapC,MFCJNMFM_03307,JIEPOILB_03311,MHMAIFBA_03267,KGLDIDPM_03311,CFOCILDN_01952
group_929,,hypothetical protein,MFCJNMFM_03176,JIEPOILB_02084,MHMAIFBA_03144,KGLDIDPM_03180,CFOCILDN_03379
ves,ves,Protein Ves,MFCJNMFM_02994,JIEPOILB_02266,MHMAIFBA_02960,KGLDIDPM_02997,CFOCILDN_00080
group_928,,hypothetical protein,MFCJNMFM_02932,JIEPOILB_02328,MHMAIFBA_02837,KGLDIDPM_02934,CFOCILDN_00142
group_927,,hypothetical protein,MFCJNMFM_01635,JIEPOILB_01636,MHMAIFBA_01600,KGLDIDPM_01633,CFOCILDN_04099
nuoI,nuoI,NADH-quinone oxidoreductase subunit I,MFCJNMFM_01619,JIEPOILB_01620,MHMAIFBA_01584,KGLDIDPM_01617,CFOCILDN_04115
hycF,hycF,Formate hydrogenlyase subunit 6,MFCJNMFM_01133,JIEPOILB_01133,MHMAIFBA_01121,KGLDIDPM_01132,CFOCILDN_01315
topA_1,topA_1,DNA topoisomerase 1,MFCJNMFM_00476,JIEPOILB_00477,MHMAIFBA_00427,KGLDIDPM_00476,CFOCILDN_04825
nusG,nusG,Transcription termination/antitermination protein NusG,MFCJNMFM_04861,JIEPOILB_04864,MHMAIFBA_04822,KGLDIDPM_04864,CFOCILDN_04762
orn,orn,Oligoribonuclease,MFCJNMFM_04524,JIEPOILB_04528,MHMAIFBA_04676,KGLDIDPM_04528,CFOCILDN_03022
group_920,,hypothetical protein,MFCJNMFM_04420,JIEPOILB_04424,MHMAIFBA_04469,KGLDIDPM_04424,CFOCILDN_00979
yaeQ,yaeQ,putative protein YaeQ,MFCJNMFM_04125,JIEPOILB_04129,MHMAIFBA_04173,KGLDIDPM_04129,CFOCILDN_01272
group_919,,hypothetical protein,MFCJNMFM_03957,JIEPOILB_03961,MHMAIFBA_04023,KGLDIDPM_03961,CFOCILDN_02614
syd,syd,Protein Syd,MFCJNMFM_01043,JIEPOILB_01043,MHMAIFBA_01040,KGLDIDPM_01042,CFOCILDN_01404
cobU,cobU,Bifunctional adenosylcobalamin biosynthesis protein CobU,MFCJNMFM_00990,JIEPOILB_00991,MHMAIFBA_01005,KGLDIDPM_00990,CFOCILDN_01454
lptA,lptA,Lipopolysaccharide export system protein LptA,MFCJNMFM_00564,JIEPOILB_00565,MHMAIFBA_00516,KGLDIDPM_00564,CFOCILDN_01877
sutR_2,sutR_2,HTH-type transcriptional regulator SutR,MFCJNMFM_05019,JIEPOILB_05022,MHMAIFBA_04977,KGLDIDPM_05022,CFOCILDN_03864
group_912,,hypothetical protein,MFCJNMFM_02920,JIEPOILB_02340,MHMAIFBA_02825,KGLDIDPM_02922,CFOCILDN_00154
pgsA,pgsA,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,MFCJNMFM_01874,JIEPOILB_01880,MHMAIFBA_01876,KGLDIDPM_01877,CFOCILDN_02242
epmC,epmC,Elongation factor P lysine hydroxylase,MFCJNMFM_01575,JIEPOILB_01576,MHMAIFBA_01540,KGLDIDPM_01573,CFOCILDN_04159
rimM,rimM,Ribosome maturation factor RimM,MFCJNMFM_01217,JIEPOILB_01217,MHMAIFBA_01273,KGLDIDPM_01215,CFOCILDN_03981
fim,fim,Fimbrial subunit type 1,MFCJNMFM_00883,JIEPOILB_00884,MHMAIFBA_00899,KGLDIDPM_00883,CFOCILDN_01558
darP,darP,Dual-action ribosomal maturation protein DarP,MFCJNMFM_04597,JIEPOILB_04601,MHMAIFBA_04608,KGLDIDPM_04601,CFOCILDN_02952
glpP,glpP,Glycerol uptake operon antiterminator regulatory protein,MFCJNMFM_04050,JIEPOILB_04054,MHMAIFBA_04113,KGLDIDPM_04054,CFOCILDN_04059
apt,apt,Adenine phosphoribosyltransferase,MFCJNMFM_03853,JIEPOILB_03857,MHMAIFBA_03919,KGLDIDPM_03857,CFOCILDN_02510
ydjA,ydjA,Putative NAD(P)H nitroreductase YdjA,MFCJNMFM_03076,JIEPOILB_02184,MHMAIFBA_03046,KGLDIDPM_03080,CFOCILDN_04330
group_908,,hypothetical protein,MFCJNMFM_02436,JIEPOILB_02824,MHMAIFBA_02384,KGLDIDPM_02438,CFOCILDN_00638
btuE,btuE,Thioredoxin/glutathione peroxidase BtuE,MFCJNMFM_02171,JIEPOILB_03090,MHMAIFBA_02123,KGLDIDPM_02174,CFOCILDN_00898
yfcD,yfcD,putative Nudix hydrolase YfcD,MFCJNMFM_01602,JIEPOILB_01603,MHMAIFBA_01567,KGLDIDPM_01600,CFOCILDN_04132
yfcE,yfcE,Phosphodiesterase YfcE,MFCJNMFM_01601,JIEPOILB_01602,MHMAIFBA_01566,KGLDIDPM_01599,CFOCILDN_04133
smrB,smrB,Ribosome rescue factor SmrB,MFCJNMFM_01570,JIEPOILB_01571,MHMAIFBA_01535,KGLDIDPM_01568,CFOCILDN_04164
group_906,,hypothetical protein,MFCJNMFM_00936,JIEPOILB_00937,MHMAIFBA_00953,KGLDIDPM_00936,CFOCILDN_01506
group_905,,hypothetical protein,MFCJNMFM_00592,JIEPOILB_00593,MHMAIFBA_00544,KGLDIDPM_00592,CFOCILDN_01849
mlaD,mlaD,Intermembrane phospholipid transport system binding protein MlaD,MFCJNMFM_00571,JIEPOILB_00572,MHMAIFBA_00523,KGLDIDPM_00571,CFOCILDN_01870
group_901,,hypothetical protein,MFCJNMFM_03659,JIEPOILB_03663,MHMAIFBA_03505,KGLDIDPM_03663,CFOCILDN_04706
group_900,,hypothetical protein,MFCJNMFM_03280,JIEPOILB_01980,MHMAIFBA_03247,KGLDIDPM_03284,CFOCILDN_03483
ycdY,ycdY,Chaperone protein YcdY,MFCJNMFM_03223,JIEPOILB_02037,MHMAIFBA_03192,KGLDIDPM_03227,CFOCILDN_03426
dsbE,dsbE,Thiol:disulfide interchange protein DsbE,MFCJNMFM_02265,JIEPOILB_02996,MHMAIFBA_02218,KGLDIDPM_02268,CFOCILDN_00804
msrC,msrC,Free methionine-R-sulfoxide reductase,MFCJNMFM_02003,JIEPOILB_03257,MHMAIFBA_01939,KGLDIDPM_02006,CFOCILDN_02305
pat_2,pat_2,Phosphinothricin N-acetyltransferase,MFCJNMFM_01719,JIEPOILB_01719,MHMAIFBA_01685,KGLDIDPM_01716,CFOCILDN_03290
nuoJ,nuoJ,NADH-quinone oxidoreductase subunit J,MFCJNMFM_01620,JIEPOILB_01621,MHMAIFBA_01585,KGLDIDPM_01618,CFOCILDN_04114
pduT,pduT,Bacterial microcompartment shell protein PduT,MFCJNMFM_00952,JIEPOILB_00953,MHMAIFBA_00969,KGLDIDPM_00952,CFOCILDN_01490
idi,idi,Isopentenyl-diphosphate Delta-isomerase,MFCJNMFM_00852,JIEPOILB_00853,MHMAIFBA_00869,KGLDIDPM_00852,CFOCILDN_01589
yqjI,yqjI,Transcriptional regulator YqjI,MFCJNMFM_00677,JIEPOILB_00678,MHMAIFBA_00628,KGLDIDPM_00677,CFOCILDN_01764
ygjV,ygjV,Inner membrane protein YgjV,MFCJNMFM_00659,JIEPOILB_00660,MHMAIFBA_00610,KGLDIDPM_00659,CFOCILDN_01782
yrdA,yrdA,Protein YrdA,MFCJNMFM_00480,JIEPOILB_00481,MHMAIFBA_00431,KGLDIDPM_00480,CFOCILDN_04821
ytfJ,ytfJ,putative protein YtfJ,MFCJNMFM_04573,JIEPOILB_04577,MHMAIFBA_04627,KGLDIDPM_04577,CFOCILDN_02975
group_898,,hypothetical protein,MFCJNMFM_04166,JIEPOILB_04170,MHMAIFBA_04214,KGLDIDPM_04170,CFOCILDN_01231
frr,frr,Ribosome-recycling factor,MFCJNMFM_04144,JIEPOILB_04148,MHMAIFBA_04192,KGLDIDPM_04148,CFOCILDN_01253
puuR,puuR,HTH-type transcriptional regulator PuuR,MFCJNMFM_03263,JIEPOILB_01997,MHMAIFBA_03229,KGLDIDPM_03267,CFOCILDN_03466
group_896,,hypothetical protein,MFCJNMFM_00937,JIEPOILB_00938,MHMAIFBA_00954,KGLDIDPM_00937,CFOCILDN_01505
dcrB,dcrB,Inner membrane lipoprotein DcrB,MFCJNMFM_00321,JIEPOILB_00321,MHMAIFBA_00273,KGLDIDPM_00320,CFOCILDN_02739
smf1,smf-1,Major fimbrial subunit SMF-1,MFCJNMFM_03812,JIEPOILB_03816,MHMAIFBA_03808,KGLDIDPM_03816,CFOCILDN_02468
yceB,yceB,putative lipoprotein YceB,MFCJNMFM_03206,JIEPOILB_02054,MHMAIFBA_03174,KGLDIDPM_03210,CFOCILDN_03409
group_895,,hypothetical protein,MFCJNMFM_03062,JIEPOILB_02198,MHMAIFBA_03032,KGLDIDPM_03065,CFOCILDN_00012
speG,speG,Spermidine N(1)-acetyltransferase,MFCJNMFM_02772,JIEPOILB_02488,MHMAIFBA_02675,KGLDIDPM_02774,CFOCILDN_00302
group_894,,hypothetical protein,MFCJNMFM_00761,JIEPOILB_00762,MHMAIFBA_00712,KGLDIDPM_00761,CFOCILDN_01681
ywrO,ywrO,General stress protein 14,MFCJNMFM_00423,JIEPOILB_00423,MHMAIFBA_00374,KGLDIDPM_00422,CFOCILDN_04517
nudE,nudE,ADP compounds hydrolase NudE,MFCJNMFM_00392,JIEPOILB_00392,MHMAIFBA_00343,KGLDIDPM_00391,CFOCILDN_04486
rppH_1,rppH_1,RNA pyrophosphohydrolase,MFCJNMFM_00081,JIEPOILB_00081,MHMAIFBA_00081,KGLDIDPM_00081,CFOCILDN_04368
ampD,ampD,16-anhydro-N-acetylmuramyl-L-alanine amidase AmpD,MFCJNMFM_04217,JIEPOILB_04221,MHMAIFBA_04268,KGLDIDPM_04221,CFOCILDN_01180
ahpC_1,ahpC_1,Alkyl hydroperoxide reductase C,MFCJNMFM_03520,JIEPOILB_03524,MHMAIFBA_03633,KGLDIDPM_03524,CFOCILDN_04424
rcdA,rcdA,HTH-type transcriptional regulator RcdA,MFCJNMFM_03403,JIEPOILB_03407,MHMAIFBA_03409,KGLDIDPM_03407,CFOCILDN_02090
pqiC,pqiC,Intermembrane transport lipoprotein PqiC,MFCJNMFM_03301,JIEPOILB_03305,MHMAIFBA_03261,KGLDIDPM_03305,CFOCILDN_01946
group_890,,hypothetical protein,MFCJNMFM_03090,JIEPOILB_02170,MHMAIFBA_03068,KGLDIDPM_03094,CFOCILDN_04316
smrA,smrA,putative DNA endonuclease SmrA,MFCJNMFM_02817,JIEPOILB_02443,MHMAIFBA_02722,KGLDIDPM_02819,CFOCILDN_00257
fimA,fimA,Type-1 fimbrial protein A chain,MFCJNMFM_02669,JIEPOILB_02591,MHMAIFBA_02603,KGLDIDPM_02671,CFOCILDN_00404
srlA,srlA,PTS system glucitol/sorbitol-specific EIIC component,MFCJNMFM_01153,JIEPOILB_01153,MHMAIFBA_01141,KGLDIDPM_01152,CFOCILDN_01295
group_888,,hypothetical protein,MFCJNMFM_00789,JIEPOILB_00790,MHMAIFBA_00806,KGLDIDPM_00789,CFOCILDN_01653
pabA,pabA,Aminodeoxychorismate synthase component 2,MFCJNMFM_00414,JIEPOILB_00414,MHMAIFBA_00365,KGLDIDPM_00413,CFOCILDN_04508
group_887,,hypothetical protein,MFCJNMFM_00224,JIEPOILB_00224,MHMAIFBA_00176,KGLDIDPM_00223,CFOCILDN_02834
chrR,chrR,Quinone reductase,MFCJNMFM_05098,JIEPOILB_05101,MHMAIFBA_05055,KGLDIDPM_05101,CFOCILDN_03751
group_880,,hypothetical protein,MFCJNMFM_04700,JIEPOILB_04704,MHMAIFBA_04714,KGLDIDPM_04704,CFOCILDN_04909
efp,efp,Elongation factor P,MFCJNMFM_04510,JIEPOILB_04514,MHMAIFBA_04690,KGLDIDPM_04514,CFOCILDN_03036
satP,satP,Succinate-acetate/proton symporter SatP,MFCJNMFM_04318,JIEPOILB_04322,MHMAIFBA_04369,KGLDIDPM_04322,CFOCILDN_01079
gmhB,gmhB,D-glycero-beta-D-manno-heptose-17-bisphosphate 7-phosphatase,MFCJNMFM_04115,JIEPOILB_04119,MHMAIFBA_04163,KGLDIDPM_04119,CFOCILDN_01282
maa,maa,Maltose O-acetyltransferase,MFCJNMFM_03864,JIEPOILB_03868,MHMAIFBA_03930,KGLDIDPM_03868,CFOCILDN_02521
mntP,mntP,putative manganese efflux pump MntP,MFCJNMFM_02015,JIEPOILB_03246,MHMAIFBA_01950,KGLDIDPM_02018,CFOCILDN_02316
yecD,yecD,Isochorismatase family protein YecD,MFCJNMFM_01969,JIEPOILB_03291,MHMAIFBA_01905,KGLDIDPM_01972,CFOCILDN_02271
gcvR,gcvR,Glycine cleavage system transcriptional repressor,MFCJNMFM_01400,JIEPOILB_01401,MHMAIFBA_01442,KGLDIDPM_01398,CFOCILDN_03118
yqaB,yqaB,Fructose-1-phosphate phosphatase YqaB,MFCJNMFM_01169,JIEPOILB_01169,MHMAIFBA_01158,KGLDIDPM_01167,CFOCILDN_03904
group_879,,hypothetical protein,MFCJNMFM_00784,JIEPOILB_00785,MHMAIFBA_00801,KGLDIDPM_00784,CFOCILDN_01658
kdsC,kdsC,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC,MFCJNMFM_00566,JIEPOILB_00567,MHMAIFBA_00518,KGLDIDPM_00566,CFOCILDN_01875
sutR_1,sutR_1,HTH-type transcriptional regulator SutR,MFCJNMFM_02402,JIEPOILB_02859,MHMAIFBA_02351,KGLDIDPM_02404,CFOCILDN_00671
yecM,yecM,Protein YecM,MFCJNMFM_01897,JIEPOILB_01903,MHMAIFBA_01899,KGLDIDPM_01900,CFOCILDN_02265
yohD,yohD,Inner membrane protein YohD,MFCJNMFM_01716,JIEPOILB_01716,MHMAIFBA_01682,KGLDIDPM_01713,CFOCILDN_03287
mepS_1,mepS_1,Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase,MFCJNMFM_01683,JIEPOILB_01683,MHMAIFBA_01648,KGLDIDPM_01680,CFOCILDN_03254
ubiX,ubiX,Flavin prenyltransferase UbiX,MFCJNMFM_01590,JIEPOILB_01591,MHMAIFBA_01555,KGLDIDPM_01588,CFOCILDN_04144
cbiT,cbiT,Cobalt-precorrin-6B C(15)-methyltransferase (decarboxylating),MFCJNMFM_00978,JIEPOILB_00979,MHMAIFBA_00993,KGLDIDPM_00978,CFOCILDN_01466
ppiA,ppiA,Peptidyl-prolyl cis-trans isomerase A,MFCJNMFM_00411,JIEPOILB_00411,MHMAIFBA_00362,KGLDIDPM_00410,CFOCILDN_04505
yeiP,yeiP,Elongation factor P-like protein,MFCJNMFM_01688,JIEPOILB_01688,MHMAIFBA_01653,KGLDIDPM_01685,CFOCILDN_03259
group_870,,hypothetical protein,MFCJNMFM_00897,JIEPOILB_00898,MHMAIFBA_00914,KGLDIDPM_00897,CFOCILDN_01545
group_869,,hypothetical protein,MFCJNMFM_00863,JIEPOILB_00864,MHMAIFBA_00879,KGLDIDPM_00863,CFOCILDN_01578
tsaC,tsaC,Threonylcarbamoyl-AMP synthase,MFCJNMFM_00477,JIEPOILB_00478,MHMAIFBA_00428,KGLDIDPM_00477,CFOCILDN_04824
kdpC,kdpC,Potassium-transporting ATPase KdpC subunit,MFCJNMFM_03586,JIEPOILB_03590,MHMAIFBA_03569,KGLDIDPM_03590,CFOCILDN_04602
ssuE,ssuE,FMN reductase (NADPH),MFCJNMFM_03309,JIEPOILB_03313,MHMAIFBA_03269,KGLDIDPM_03313,CFOCILDN_01954
group_868,,hypothetical protein,MFCJNMFM_01830,JIEPOILB_01836,MHMAIFBA_01806,KGLDIDPM_01833,CFOCILDN_02198
yfeY,yfeY,putative protein YfeY,MFCJNMFM_01439,JIEPOILB_01440,MHMAIFBA_01480,KGLDIDPM_01437,CFOCILDN_03080
rpoE,rpoE,ECF RNA polymerase sigma-E factor,MFCJNMFM_01250,JIEPOILB_01250,MHMAIFBA_01307,KGLDIDPM_01248,CFOCILDN_03205
group_867,,hypothetical protein,MFCJNMFM_00735,JIEPOILB_00736,MHMAIFBA_00686,KGLDIDPM_00735,CFOCILDN_01707
hdeD,hdeD,Protein HdeD,MFCJNMFM_00695,JIEPOILB_00696,MHMAIFBA_00646,KGLDIDPM_00695,CFOCILDN_01746
dolP,dolP,Outer membrane lipoprotein DolP,MFCJNMFM_00616,JIEPOILB_00617,MHMAIFBA_00568,KGLDIDPM_00616,CFOCILDN_01825
lptC,lptC,Lipopolysaccharide export system protein LptC,MFCJNMFM_00565,JIEPOILB_00566,MHMAIFBA_00517,KGLDIDPM_00565,CFOCILDN_01876
nfuA,nfuA,Fe/S biogenesis protein NfuA,MFCJNMFM_00376,JIEPOILB_00376,MHMAIFBA_00327,KGLDIDPM_00375,CFOCILDN_02685
group_864,,hypothetical protein,MFCJNMFM_03908,JIEPOILB_03912,MHMAIFBA_03974,KGLDIDPM_03912,CFOCILDN_02565
group_863,,hypothetical protein,MFCJNMFM_02590,JIEPOILB_02670,MHMAIFBA_02538,KGLDIDPM_02592,CFOCILDN_00484
rimL,rimL,Ribosomal-protein-serine acetyltransferase,MFCJNMFM_02394,JIEPOILB_02867,MHMAIFBA_02343,KGLDIDPM_02396,CFOCILDN_00679
rsxB,rsxB,Ion-translocating oxidoreductase complex subunit B,MFCJNMFM_02372,JIEPOILB_02889,MHMAIFBA_02321,KGLDIDPM_02374,CFOCILDN_00701
group_862,,Cytokinin riboside 5'-monophosphate phosphoribohydrolase,MFCJNMFM_02333,JIEPOILB_02928,MHMAIFBA_02281,KGLDIDPM_02335,CFOCILDN_00740
group_861,,Nudix hydrolase,MFCJNMFM_02023,JIEPOILB_03238,MHMAIFBA_01958,KGLDIDPM_02026,CFOCILDN_02324
mobA,mobA,Molybdenum cofactor guanylyltransferase,MFCJNMFM_05055,JIEPOILB_05058,MHMAIFBA_05013,KGLDIDPM_05058,CFOCILDN_03900
gmhA,gmhA,Phosphoheptose isomerase,MFCJNMFM_04093,JIEPOILB_04097,MHMAIFBA_04143,KGLDIDPM_04097,CFOCILDN_04016
acpH,acpH,Acyl carrier protein phosphodiesterase,MFCJNMFM_03949,JIEPOILB_03953,MHMAIFBA_04015,KGLDIDPM_03953,CFOCILDN_02606
group_856,,hypothetical protein,MFCJNMFM_02454,JIEPOILB_02806,MHMAIFBA_02399,KGLDIDPM_02456,CFOCILDN_00620
group_855,,hypothetical protein,MFCJNMFM_02426,JIEPOILB_02834,MHMAIFBA_02374,KGLDIDPM_02428,CFOCILDN_00648
rsxA,rsxA,Ion-translocating oxidoreductase complex subunit A,MFCJNMFM_02373,JIEPOILB_02888,MHMAIFBA_02322,KGLDIDPM_02375,CFOCILDN_00700
sodB,sodB,Superoxide dismutase [Fe],MFCJNMFM_02342,JIEPOILB_02919,MHMAIFBA_02291,KGLDIDPM_02344,CFOCILDN_00731
slp,slp,Outer membrane protein Slp,MFCJNMFM_02029,JIEPOILB_03232,MHMAIFBA_01964,KGLDIDPM_02032,CFOCILDN_02330
dcd,dcd,dCTP deaminase,MFCJNMFM_01774,JIEPOILB_01773,MHMAIFBA_01739,KGLDIDPM_01770,CFOCILDN_03344
mdaB,mdaB,NADPH:quinone oxidoreductase MdaB,MFCJNMFM_00738,JIEPOILB_00739,MHMAIFBA_00689,KGLDIDPM_00738,CFOCILDN_01704
yhdE,yhdE,dTTP/UTP pyrophosphatase,MFCJNMFM_00527,JIEPOILB_00528,MHMAIFBA_00478,KGLDIDPM_00527,CFOCILDN_01914
tag,tag,DNA-3-methyladenine glycosylase 1,MFCJNMFM_00253,JIEPOILB_00253,MHMAIFBA_00203,KGLDIDPM_00252,CFOCILDN_02807
yceF,yceF,7-methyl-GTP pyrophosphatase,MFCJNMFM_03196,JIEPOILB_02064,MHMAIFBA_03164,KGLDIDPM_03200,CFOCILDN_03399
pth,pth,Peptidyl-tRNA hydrolase,MFCJNMFM_02096,JIEPOILB_03165,MHMAIFBA_02048,KGLDIDPM_02099,CFOCILDN_02397
group_850,,hypothetical protein,MFCJNMFM_00827,JIEPOILB_00828,MHMAIFBA_00844,KGLDIDPM_00827,CFOCILDN_01614
pduD_1,pduD_1,Propanediol dehydratase medium subunit,MFCJNMFM_00690,JIEPOILB_00691,MHMAIFBA_00641,KGLDIDPM_00690,CFOCILDN_01751
fdoG_1,fdoG_1,Formate dehydrogenase-O major subunit,MFCJNMFM_05031,JIEPOILB_05034,MHMAIFBA_04989,KGLDIDPM_05034,CFOCILDN_03876
mog,mog,Molybdopterin adenylyltransferase,MFCJNMFM_04320,JIEPOILB_04324,MHMAIFBA_04371,KGLDIDPM_04324,CFOCILDN_01077
ecpA,ecpA,Common pilus major fimbrillin subunit EcpA,MFCJNMFM_04014,JIEPOILB_04018,MHMAIFBA_04080,KGLDIDPM_04018,CFOCILDN_02670
betI_3,betI_3,HTH-type transcriptional regulator BetI,MFCJNMFM_03710,JIEPOILB_03714,MHMAIFBA_03699,KGLDIDPM_03714,CFOCILDN_03649
fdnG_1,fdnG_1,Formate dehydrogenase nitrate-inducible major subunit,MFCJNMFM_02475,JIEPOILB_02785,MHMAIFBA_02419,KGLDIDPM_02477,CFOCILDN_00599
yohC,yohC,Inner membrane protein YohC,MFCJNMFM_01717,JIEPOILB_01717,MHMAIFBA_01683,KGLDIDPM_01714,CFOCILDN_03288
group_849,,hypothetical protein,MFCJNMFM_00426,JIEPOILB_00426,MHMAIFBA_00377,KGLDIDPM_00425,CFOCILDN_04520
group_848,,putative protein,MFCJNMFM_04839,JIEPOILB_04843,MHMAIFBA_04800,KGLDIDPM_04843,CFOCILDN_04783
group_847,,hypothetical protein,MFCJNMFM_04489,JIEPOILB_04493,MHMAIFBA_04709,KGLDIDPM_04493,CFOCILDN_03057
eamB,eamB,Cysteine/O-acetylserine efflux protein,MFCJNMFM_04096,JIEPOILB_04100,MHMAIFBA_04146,KGLDIDPM_04100,CFOCILDN_04013
lptE,lptE,LPS-assembly lipoprotein LptE,MFCJNMFM_03544,JIEPOILB_03548,MHMAIFBA_03609,KGLDIDPM_03548,CFOCILDN_04448
rutE,rutE,putative malonic semialdehyde reductase RutE,MFCJNMFM_03247,JIEPOILB_02013,MHMAIFBA_03215,KGLDIDPM_03251,CFOCILDN_03450
ydjM,ydjM,Inner membrane protein YdjM,MFCJNMFM_03040,JIEPOILB_02220,MHMAIFBA_03010,KGLDIDPM_03043,CFOCILDN_00034
btuR,btuR,Corrinoid adenosyltransferase CobA,MFCJNMFM_03014,JIEPOILB_02246,MHMAIFBA_02980,KGLDIDPM_03017,CFOCILDN_00060
hisH,hisH,Imidazole glycerol phosphate synthase subunit HisH,MFCJNMFM_01800,JIEPOILB_01806,MHMAIFBA_01776,KGLDIDPM_01803,CFOCILDN_04811
grpE,grpE,Protein GrpE,MFCJNMFM_01212,JIEPOILB_01212,MHMAIFBA_01268,KGLDIDPM_01210,CFOCILDN_03976
diaA,diaA,DnaA initiator-associating protein DiaA,MFCJNMFM_00617,JIEPOILB_00618,MHMAIFBA_00569,KGLDIDPM_00617,CFOCILDN_01824
group_843,,hypothetical protein,MFCJNMFM_05022,JIEPOILB_05025,MHMAIFBA_04980,KGLDIDPM_05025,CFOCILDN_03867
yajL,yajL,Protein/nucleic acid deglycase 3,MFCJNMFM_03927,JIEPOILB_03931,MHMAIFBA_03993,KGLDIDPM_03931,CFOCILDN_02584
ybjG,ybjG,Putative undecaprenyl-diphosphatase YbjG,MFCJNMFM_03407,JIEPOILB_03411,MHMAIFBA_03413,KGLDIDPM_03411,CFOCILDN_02094
betI_2,betI_2,HTH-type transcriptional regulator BetI,MFCJNMFM_03220,JIEPOILB_02040,MHMAIFBA_03189,KGLDIDPM_03224,CFOCILDN_03423
bdcR,bdcR,HTH-type transcriptional repressor BdcR,MFCJNMFM_02929,JIEPOILB_02331,MHMAIFBA_02834,KGLDIDPM_02931,CFOCILDN_00145
ecdB,ecdB,putative UbiX-like flavin prenyltransferase,MFCJNMFM_01081,JIEPOILB_01081,MHMAIFBA_01079,KGLDIDPM_01080,CFOCILDN_01366
rdgB,rdgB,dITP/XTP pyrophosphatase,MFCJNMFM_00782,JIEPOILB_00783,MHMAIFBA_00799,KGLDIDPM_00782,CFOCILDN_01660
